sample_ID,sample_name,sample_name_ID,sample_name_short,rock_type,rock_type_short,rock_type_ID,x3He_4He_vesicle,x3He_4He_vesicle_2s,x3He_4He_glass,x3He_4He_glass_2s,He_cc_STP_g_vesicle,He_cc_STP_g_glass,latitude,longitude,latitude_start,latitude_end,longitude_start,longitude_end,depth_m,depth_m_start,depth_m_end,location_ref,collection,expedition_ID,loihi_location_ID,location,rock_type_flag,rock_type_ref,rock_type_notes,rock_type_orig_dave,location_short,expedition,collection_type,depth_calc,lat_lon_calc,expedition_year,expedition_month,CO2_cc_STP_g_vesicle,CO2_ppm_vesicle,CO2_cc_STP_g_glass,CO2_ppm_glass,CO2_ppm_glass_stdev,H2O_wt_pct_glass,H2O_wt_pct_glass_stdev,Cl_wt_pct,S_wt_pct,K_wt_pct,Ti_wt_pct,F_wt_pct,SiO2_wt_pct,TiO2_wt_pct,Al2O3_wt_pct,FeO_wt_pct,MnO_wt_pct,MgO_wt_pct,CaO_wt_pct,Na2O_wt_pct,K2O_wt_pct,P2O5_wt_pct,total_wt_pct_old,Mg_number_old,Alkalinity_index,K_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Mo_ppm,Sn_ppm,Cs_ppm,Ba_ppm,Hf_ppm,Ta_ppm,W_ppm,Tl_ppm,Pb_ppm,Th_ppm,U_ppm,Sc_ppm,Ti_ppm,V_ppm,Mn_ppm,Ni_ppm,La_ppm,Ce_ppm,Pr_ppm,Nd_ppm,Sm_ppm,Eu_ppm,Gd_ppm,Tb_ppm,Dy_ppm,Ho_ppm,Er_ppm,Tm_ppm,Yb_ppm,Lu_ppm,x208Pb_204Pb,error_208Pb_204Pb,x207Pb_204Pb,error_207Pb_204Pb,x206Pb_204Pb,error_206Pb_204Pb
1,MIR 2335-2,MIR-2335-2,MIR 2335-2,Transitional Basalt,Tr,3,24.89210632,0.467390411,25.38251794,0.210787885,3.91745e-8,4.4762e-7,18.70230713,-155.1603797,NA,NA,NA,NA,5068,NA,NA,dg-IEDA-2023,MIR2335,1,1,South Rift,NA,NA,NA,NA,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,9.63e-4,1.8904256268403679,0.1288805,253,6.401058114,0.88721875,0.027947746,0.0782,0.16,0.559,1.731,0.069,48.28426,3.026256,14.3312004,10.99526,0.152626,6.782676,11.8051976,2.934208,0.7249186,0.3352738,99.3718764,NA,NA,5506,13.17,479,25.6,165,21.69,1.04,1.84,0.14,186,4.19,1.41,0.24,0.038,1.74,1.32,0.38,28.8,17693,363,1219,131.7,17.25,41.33,5.5,24.87,5.89,2.01,5.89,0.86,5.09,0.93,2.53,0.32,2.01,0.29,NA,NA,NA,NA,NA,NA
2,MIR 2335-5,MIR-2335-5,MIR 2335-5,Transitional Basalt,Tr,3,25.29178319,0.49197356,25.41828124,0.211003881,6.46683e-8,5.20674e-7,18.70487355,-155.1618853,NA,NA,NA,NA,5025,NA,NA,dg-IEDA-2023,MIR2335,1,1,South Rift,NA,NA,NA,NA,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.00216,4.2402070134737215,0.11920172727272728,234,16,0.877,0.025,0.093,0.165,0.609,1.829,0.062,47.838953,2.983746667,13.97103333,10.81953333,0.152657667,6.82386,11.948112,2.806013333,0.714625333,0.327948333,98.386483,NA,NA,5906,13.93,521,28.5,185.5,23.43,1.07,1.88,0.149,199,4.73,1.55,0.27,0.037,1.69,1.49,0.4,29.4,18107,370,1236,130.52,17.82,42.17,5.64,25.43,5.97,2.03,5.93,0.88,5.23,0.93,2.51,0.34,2.09,0.29,38.16525948,6.094e-4,15.47528257,2.408e-4,18.38440997,2.811e-4
3,MIR 2335-6,MIR-2335-6,MIR 2335-6,Transitional Basalt,Tr,3,25.32746431,0.266154166,NA,NA,9.1259e-8,NA,18.70060936,-155.183324,NA,NA,NA,NA,4983,NA,NA,dg-IEDA-2023,MIR2335,1,1,South Rift,NA,NA,NA,NA,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.00451,8.85339519942893,0.12633345454545455,248,10.47619048,0.885341497,0.026668752,0.0969,0.164,0.611,1.862,0.06,48.0117236,3.063212,14.57564,10.89326,0.1562286,6.160646,11.6513892,2.962564,0.7512064,0.343991,98.5698608,NA,NA,6360,15.23,534,26.9,179.4,24.45,1.18,2.03,0.164,213,4.59,1.55,0.29,0.044,1.97,1.5,0.44,27.4,18583,381,1268,107.78,18.45,45.25,5.86,26.06,6.09,2.08,6,0.88,5.09,0.94,2.48,0.33,2.02,0.28,NA,NA,NA,NA,NA,NA
4,MIR 2335-7,MIR-2335-7,MIR 2335-7,Transitional Basalt,Tr,3,24.33492,0.282985374,25.15598982,0.214984395,4.99582e-8,3.39373e-7,18.70568008,-155.1909184,NA,NA,NA,NA,4979,NA,NA,dg-IEDA-2023,MIR2335,1,1,South Rift,NA,NA,NA,NA,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.00199,3.90648701704292,0.12378640909090909,243,3.421509482,0.756494854,0.010244519,0.079,0.166,0.585,1.818,0.062,48.13888933,3.082643333,14.45313333,10.89868333,0.161148167,6.49629,11.7562665,2.897358333,0.7413735,0.335233167,98.961019,NA,NA,5991,14.22,515,24.5,164.3,22.94,1.08,1.97,0.144,199,4.01,1.39,0.27,0.038,1.74,1.31,0.42,28.6,18295,373,1260,120.87,18.47,43.51,5.79,25.68,6.14,2.06,6.09,0.9,5.25,0.96,2.51,0.34,2.1,0.29,NA,NA,NA,NA,NA,NA
5,MIR 2335-8,MIR-2335-8,MIR 2335-8,Transitional Basalt,Tr,3,24.42177464,0.312792344,NA,NA,4.47904e-8,NA,18.70696355,-155.1915216,NA,NA,NA,NA,4976,NA,NA,dg-IEDA-2023,MIR2335,1,1,South Rift,NA,NA,NA,NA,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.00122,2.394931739091639,0.1349934090909091,265,2.63645012,0.787988715,0.018357777,0.0825,0.18,0.575,1.809,0.067,48.22922,3.046804,14.3729388,10.9848,0.1607854,6.76274,11.8104308,2.95919,0.7321024,0.3324766,99.391488,NA,NA,5821,13.63,508,26.6,175.2,22.85,1.03,1.87,0.137,194,4.38,1.48,0.26,0.037,1.7,1.44,0.39,27.9,18517,388,1295,128.02,18.45,44.71,5.83,25.98,6.11,2.06,5.91,0.86,5.04,0.92,2.48,0.32,2.07,0.28,NA,NA,NA,NA,NA,NA
6,MIR 2335-9,MIR-2335-9,MIR 2335-9,Transitional Basalt,Tr,3,24.87421389,0.273248374,NA,NA,5.08839e-8,NA,18.7091054,-155.1909307,NA,NA,NA,NA,4971,NA,NA,dg-IEDA-2023,MIR2335,1,1,South Rift,NA,NA,NA,NA,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.00237,4.652449362005889,0.12174877272727273,239,5.510383245,0.801585302,0.009361232,0.0851,0.172,0.584,1.825,0.061,47.343144,2.970032,13.80416,11.57188,0.1664594,6.825566,12.4186788,2.773526,0.7096194,0.3094782,98.8925438,NA,NA,6117,14.5,551,29.2,192.3,24.58,1.11,1.91,0.154,210,4.91,1.65,0.27,0.038,1.74,1.58,0.42,29.1,19868,394,1318,110.29,20.33,47.35,6.38,28.57,6.78,2.26,6.56,0.96,5.72,1.04,2.76,0.37,2.26,0.32,38.15155934,4.57957e-4,15.47253541,8.77895e-4,18.37568244,7.68371e-4
7,MIR 2335-10,MIR-2335-10,MIR 2335-10,Transitional Basalt,Tr,3,24.36773705,0.369805733,NA,NA,2.7249e-8,NA,18.69362652,-155.1642794,NA,NA,NA,NA,5000,NA,NA,dg-IEDA-2023,MIR2335,1,1,South Rift,NA,NA,NA,NA,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,1.67e-4,0.3278308200231998,0.12480522727272728,245,4.19047619,0.774893062,0.008104003,0.0825,0.169,0.589,1.826,0.057,47.8746262,3.03218,14.24396,10.74956,0.1616748,6.624636,11.7850194,2.908316,0.7450964,0.3379616,98.4630304,NA,NA,5734,13.47,509,25.7,167.1,22.52,1.04,1.83,0.143,197,4.31,1.43,0.24,0.035,1.68,1.35,0.4,28.3,18493,389,1300,130.05,18.39,44.95,5.87,26.08,6.18,2.07,5.9,0.88,5.07,0.94,2.47,0.32,2.04,0.28,NA,NA,NA,NA,NA,NA
8,MIR 2335-11,MIR-2335-11,MIR 2335-11,Transitional Basalt,Tr,3,25.20777956,0.249531746,25.29067971,0.288259219,2.63053e-7,4.13572e-7,18.72764383,-155.1999757,NA,NA,NA,NA,4814,NA,NA,dg-IEDA-2023,MIR2335,1,1,South Rift,NA,dg-IEDA-2023,NA,TB,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.0169,33.1756937628268,0.12174877272727273,239,21.09160096,0.944887138,0.033530268,0.1008,0.181,0.648,1.795,0.087,48,3.11,14.59,11.52,0.17,5.94,11.37,3.15,0.82,0.37,99.04,50.5,0.64,6468,15.41,549,27.1,187.3,25.52,1.14,1.94,0.162,226,4.62,1.61,0.28,0.04,1.93,1.61,0.44,26.6,18175,370,1289,99.77,19.61,45.84,6.07,27.32,6.35,2.11,6.2,0.9,5.28,0.97,2.54,0.33,2.08,0.28,38.14349058,5.399e-4,15.47222936,2.322e-4,18.35496376,2.385e-4
9,MIR 2335-12,MIR-2335-12,MIR 2335-12,Tholeiite,Th,4,23.67366824,0.372478281,24.314944,0.311063519,1.59062e-8,1.37797e-7,18.72,-155.19,NA,NA,NA,NA,4614,NA,NA,dg-IEDA-2023,MIR2335,1,1,South Rift,NA,NA,NA,NA,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.0022,4.318729365575088,0.058582045454545456,115,7,1.434,0.04,0.1016,0.167,0.404,1.493,0.051,48.54089217,2.465665961,12.74174261,11.28940436,0.17720025,8.012105172,12.0336255,2.598545435,0.527,0.284026795,98.67020826,NA,NA,4776,11.05,391,18.5,117.2,17.99,0.96,1.87,0.107,145,2.91,1,0.24,0.034,1.53,0.97,0.37,30.9,15408,385,1431,171.87,13.92,36.18,4.5,20.12,4.62,1.67,4.7,0.68,4.1,0.74,1.97,0.26,1.6,0.22,NA,NA,NA,NA,NA,NA
10,MIR 2336-2,MIR-2336-2,MIR 2336-2,Transitional Basalt,Tr,3,25.20954532,0.199800715,25.30385306,0.185376861,1.40549e-7,6.12829e-7,18.74054936,-155.164707,NA,NA,NA,NA,4820,NA,NA,dg-IEDA-2023,MIR2336,1,1,South Rift,NA,dg-IEDA-2023,NA,TB,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.0101,19.826893905594716,0.11308881818181818,222,6,0.861,0.002,0.0948,0.173,0.644,1.807,0.075,47.95,3.02,14.1,11.35,0.16,6.6,11.67,3,0.78,0.34,98.97,53.5,0.47,6292,14.74,518,27.3,183.6,23.66,1.06,1.85,0.155,212,4.72,1.55,0.26,0.039,1.8,1.56,0.41,27.8,18353,377,1323,117.43,19.58,46.55,6.1,27.19,6.28,2.1,6.25,0.87,5.22,0.94,2.54,0.33,2.03,0.28,NA,NA,NA,NA,NA,NA
11,MIR 2336-4,MIR-2336-4,MIR 2336-4,Tholeiite,Th,4,27.87770557,0.181381886,28.0175185,0.166628921,3.37729e-7,3.87925e-7,18.75794088,-155.1767406,NA,NA,NA,NA,4420,NA,NA,dg-IEDA-2023,MIR2336,1,1,South Rift,NA,NA,NA,NA,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.0252,49.46908182386009,0.09475009090909091,186,7.25811767,0.978832092,0.020836983,0.0615,0.185,0.445,1.78,0.038,48.07158,3.015824,13.090176,11.84928,0.1786002,7.084018,12.1839676,2.567514,0.5493602,0.2898548,98.8801748,NA,NA,4342,9.93,405,25.4,153.3,19.14,0.89,1.81,0.101,142,3.98,1.26,0.21,0.03,1.33,1.08,0.33,31.6,18369,375,1379,115.77,14.53,35.4,4.85,22.55,5.57,1.91,5.77,0.85,5.12,0.92,2.52,0.32,1.99,0.28,38.21619913,0.001091876,15.47502091,5.81445e-4,18.48409985,9.87381e-4
12,MIR 2336-5,MIR-2336-5,MIR 2336-5,Transitional Basalt,Tr,3,26.58108911,0.225234607,26.439206,0.31541851,1.17016e-6,2.7715e-7,18.7699141,-155.185762,NA,NA,NA,NA,4140,NA,NA,dg-IEDA-2023,MIR2336,1,1,South Rift,NA,dg-IEDA-2023,NA,TB,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.0963,189.04256268403677,0.09169363636363637,180,11.85245652,0.97223294,0.006220491,0.0892,0.177,0.626,1.84,0.059,48.73,3.19,14.5,11.45,0.16,5.83,10.9,3.31,0.79,0.41,99.29,50.2,0.51,7010,16.88,473,28.1,181.1,25.29,1.28,2.23,0.179,218,4.35,1.5,0.29,0.042,1.95,1.41,0.49,25.6,19163,405,1399,88.49,18.67,47.55,6.05,26.91,6.43,2.18,6.46,0.94,5.72,1.05,2.81,0.37,2.41,0.33,NA,NA,NA,NA,NA,NA
13,MIR 2337-b,MIR-2337-b,MIR 2337B,Alkali Basalt,Alk,2,4.495483777,0.194632865,3.023730192,0.204246608,3.94655e-8,1.73604e-8,18.73,-155.16,NA,NA,NA,NA,4795,NA,NA,webplotdigitizer,MIR2337,1,1,South Rift,TRUE,NA,Transitional Basalt?? Check graham2023-supp,TB,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.034,66.74399928616043,0.04584681818181818,90,2.00603775,1.090644894,0.028695207,0.0503,0.081,0.954,1.327,0.07,50.34,2.25,16.86,7.34,0.14,7.18,10.73,3.05,1.17,0.52,99.59,66,0.03,9723,31.97,378,29.3,215,50.69,2,2.14,0.31,366,5.07,3.08,0.74,0.043,2.02,4.63,1.05,30.8,13920,264,1094,98.4,31.83,64.61,7.76,32.53,6.83,2.16,6.47,0.91,5.52,1.03,2.86,0.38,2.49,0.35,NA,NA,NA,NA,NA,NA
14,MIR 2337-2,MIR-2337-2,MIR 2337-2,Tholeiite,Th,4,26.3125645,0.212588976,26.48270404,0.246503857,7.18191e-7,5.37851e-7,18.73738359,-155.1730082,NA,NA,NA,NA,4810,NA,NA,dg-IEDA-2023,MIR2337,1,1,South Rift,NA,dg-IEDA-2023,NA,TH,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.0171,33.56830552333363,0.06571377272727273,129,3.200529057,0.66421573,0.014879176,0.0821,0.21,0.453,1.532,0.051,48.83,2.71,14.04,12.45,0.19,6.49,11.73,2.57,0.58,0.25,99.83,50.8,-0.48,4554,10.04,421,24.9,143.6,16.47,0.81,1.6,0.109,154,3.76,1.09,0.18,0.028,1.33,1.03,0.29,29,16181,362,1420,62.96,13.49,32.63,4.48,20.97,5.22,1.78,5.35,0.79,4.8,0.87,2.37,0.31,1.95,0.27,38.13987652,6.364e-4,15.47573139,2.801e-4,18.35848384,2.918e-4
15,MIR 2337-3,MIR-2337-3,MIR 2337-3,Tholeiite,Th,4,26.61169293,0.209749326,26.48950697,0.28183779,6.22837e-7,8.41329e-7,18.73738359,-155.1730082,NA,NA,NA,NA,4810,NA,NA,dg-IEDA-2023,MIR2337,1,1,South Rift,NA,dg-IEDA-2023,NA,TH,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.0397,77.93343446060497,0.1013724090909091,199,2.095238095,0.754090548,0.039793093,0.0433,0.189,0.414,1.669,0.038,49.47,2.89,14.15,11.88,0.18,6.42,11.39,2.62,0.5,0.29,99.79,51.7,-0.75,4152,9.4,395,29.7,168.3,17.14,0.83,1.75,0.085,134,4.31,1.15,0.18,0.027,1.29,1.12,0.3,28.9,17293,366,1379,66.43,14.4,35.17,4.84,23.24,5.71,1.99,6.11,0.93,5.59,1.04,2.87,0.39,2.36,0.34,NA,NA,NA,NA,NA,NA
16,MIR 2338-1a,MIR-2338-1A,MIR 2338-1A,Transitional Basalt,Tr,3,25.62335768,0.203079541,25.28216041,0.179923311,3.21572e-7,5.23417e-7,18.71258713,-155.1904657,NA,NA,NA,NA,4930,NA,NA,dg-IEDA-2023,MIR2338,1,1,South Rift,NA,NA,NA,NA,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.0282,55.35825823146248,0.11257940909090909,221,2.095238095,0.905714957,0.022273124,0.0998,0.18,0.654,1.806,0.065,47.7320344,3.051524,14.19622,11.37894,0.1520214,6.176624,11.5805052,3.0084,0.7933368,0.3476908,98.4172966,NA,NA,6247,14.62,528,27.7,186.6,23.99,1.08,1.88,0.154,214,4.78,1.59,0.26,0.039,1.81,1.59,0.41,26.6,18637,381,1317,105.11,19.98,47.79,6.28,27.62,6.45,2.16,6.27,0.89,5.34,0.94,2.55,0.33,2.12,0.28,38.14381659,6.261e-4,15.47282385,2.446e-4,18.35528733,2.93e-4
17,MIR 2340-1,MIR-2340-1,MIR 2340-1,Tholeiite,Th,4,26.29466812,0.212070664,26.22097598,0.361026049,8.98894e-8,9.95386e-8,18.89648373,-155.2504421,NA,NA,NA,NA,1309,NA,NA,dg-IEDA-2023,MIR2340,1,1,South Rift,NA,graham2023-supp,NA,TH,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.00575,11.287588114571252,0.025979863636363638,51,3,0.568,0.027,0.0699,0.196,0.448,1.561,0.067,49.03,2.56,14.04,11.54,0.18,6.85,12.05,2.64,0.53,0.26,99.67,54,-0.54,4320,9.45,413,22.9,132.4,15.81,0.81,1.58,0.098,148,3.43,1.02,0.19,0.029,1.32,0.97,0.28,28.2,16069,356,1372,82.17,13.45,32.63,4.42,20.54,5.12,1.79,5.22,0.78,4.72,0.84,2.31,0.3,1.87,0.26,NA,NA,NA,NA,NA,NA
18,MIR 2340-3,MIR-2340-3,MIR 2340-3,Tholeiite,Th,4,26.05802022,0.607779126,26.46657791,0.352876383,1.90135e-8,1.46557e-7,18.89511483,-155.2497189,NA,NA,NA,NA,1314,NA,NA,dg-IEDA-2023,MIR2340,1,1,South Rift,NA,NA,NA,NA,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,4.86e-4,0.9540465780315874,0.030055136363636364,59,NA,0.532386868,NA,0.0617,0.179,0.404,1.455,0.044,49.3447,2.481853333,13.3306305,11.52218333,0.183512333,7.446688333,12.33738333,2.43674,0.491093167,0.240471167,99.8152555,NA,NA,3941,8.58,390,23.2,131.6,14.58,0.73,1.5,0.091,135,3.43,0.98,0.16,0.025,1.22,0.92,0.26,31.5,15118,338,1323,108.78,12.22,29.44,4.03,19.12,4.81,1.68,5.08,0.75,4.51,0.82,2.25,0.29,1.81,0.25,38.1317065,4.92e-4,15.47414105,1.925e-4,18.34982767,2.236e-4
19,MIR 2341-1,MIR-2341-1,MIR 2341-1,Transitional Basalt,Tr,3,25.70670158,0.216465582,24.87168576,0.360696747,3.62623e-7,1.33028e-7,18.80223379,-155.2047491,NA,NA,NA,NA,3280,NA,NA,dg-IEDA-2023,MIR2341,1,1,South Rift,NA,dg-IEDA-2023,NA,TB,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.0235,46.13188185955207,0.057053818181818185,112,3.142857143,0.914844084,0.017449949,0.0982,0.179,0.598,1.899,0.073,48.23,3.29,14.19,12.21,0.18,5.69,10.97,3,0.7,0.34,98.81,48,0.29,5864,13.58,487,29.4,181.8,24.22,1.05,2.17,0.148,195,4.65,1.52,0.26,0.039,1.75,1.39,0.43,26.9,20115,401,1444,72.68,19.35,45.52,6.2,28.46,6.91,2.31,7.37,1.03,6.19,1.14,3.06,0.4,2.48,0.34,38.15677581,6.506e-4,15.47537346,2.53e-4,18.423605770000002,2.879e-4
20,MIR 2341-2,MIR-2341-2,MIR 2341-2,Alkali Basalt,Alk,2,24.43943013,0.241811174,22.73087583,0.43146102,1.74587e-7,3.56766e-8,18.81704036,-155.2110973,NA,NA,NA,NA,2943,NA,NA,dg-IEDA-2023,MIR2341,1,1,South Rift,NA,dg-IEDA-2023,NA,AB,S. Rift,1990 MIR,dive,TRUE,NA,1990,NA,0.0149,29.249576157758543,0.04788445454545454,94,2.419372557,1.066917813,0.015274513,0.0942,0.182,0.883,1.902,0.09,46.79,3.23,14.93,12.05,0.18,5.41,11.13,3.46,1.06,0.44,98.67,47.1,1.64,8297,20.06,643,28.4,215.6,31.1,1.44,2.02,0.214,291,5.2,2.04,0.35,0.053,2.47,2.1,0.52,21.3,19480,399,1412,68.29,25.57,57.88,7.5,32.45,7.13,2.34,6.85,0.97,5.49,0.98,2.58,0.32,2.06,0.29,38.01420421,4.451e-4,15.45990683,1.794e-4,18.26028206,1.968e-4
